Id,Review
10,"I'm a pretty chill person and don't get upset about much when I am on vaction - because I'm on vacation. I'm grateful - 99% of the time. BUT Harrah's made my reservation at the Hilton and asked for my opinion here. I absolutely LOVE Harrah's but the situation is this... I called to make a reservation through the HARRAH'S VIP line as I am a Diamond member through Total Rewards. They told me there was nothing available at Harrah's but the Hilton right next door was a property they use when they are full. She went on to say how nice it was, how convenient it was, that it is right next door...Here's the problem -- No one ever mentioned that even though Harrah's made the reservation and all the reservation information was on my Caesar's Rewards App, I would not be able to charge any…"
50,Me and my family always have a good time when we stay at Harrah’s The rooms are very clean and the staff is always helpful The casino has a good atmosphere and a good selection of slot machines and tables.
50,This was an amazing property! By far the best property in the Harrah's group that I have visited. The lobby and casino were clean and beautiful. The room was absolutely amazing and the bed was more comfortable than my $4000 Sleep Number at home. I will preface that last statement with the fact that I was upgraded to a beautiful corner suite but I would imagine the beds would be similar if not the same. The room service was good and the choices for meals were great. It is also located in a great spot for venturing out to see the French Quarters and Downtown. I have already booked a return trip.
50,"The Harrahs hotel is pretty, clean and has comfy beds with a great view. The gaming is fun and you even win some! A great variety of yummy restaurants are available. Cocktail service is good and the staff is friendly. We are made to feel welcomed and try to come once a month. It's our favorite!!! We also really enjoy the Palm/Laurel Lounge as this perk sets Ceasars apart from all others making it the BEST. Hoping things don't change as the new owners begin to evolve."
40,Harrahs New Orleans was supposed to be an enjoyable trip. Too much confusion. And my players card didn't recognize my name attached to the card so we did not get out discount on the room. The hotel couldn't fix it and I had spinal surgery so I couldnt go all the way back to the casino to get it straightened out
50,"There is no place like this city!!! I enjoyed the places where the locals go and I love the tourist spots. New Orleans food and hospitality will keep you coming back. Harrah's is one of the best hotels... First you are greeted like a celebrity, rooms are clean and the best. I love this place to feel comfortable."
50,My room was very nice. I enjoyed the restaurants the food was great and the staff was really nice. Didn't hit any jackpots but I enjoyed trying. Getting on in the city was nice great shopping areas nearby.
30,"Seven Stars player. Booked a 2-night room with wife, seven stars in her own right. Had a late Thursday night arrival from Atlanta (flight in at midnight, hotel arrival about 1a). At the last minute, my wife took ill. Cancelled her itinerary with $200 penalty. I honestly didn't think about our hotel reservation; but, frankly, as a Caesars player I've been horribly spoiled by accommodation when there have been modest problems over the 20 years I've played at their properties. (So, maybe Caesars has set the bar a bit high when it comes to my expectation.) I arrived solo at the hotel, anxious to check in and fall into bed. They asked where Bev was, and when I explained, they said they couldn't honor the reservation. (And the desk agent actually stopped her comments right…"
40,"This casino is a great facility. A lot of gaming options, condition is up-to-date & well maintained. The place is centrally located in downtown New Orleans - just far enough away from the French Quarter & staff is professional & friendly. Beverage service is non-stop & attentive. Will definitely be back next trip to the Big Easy!"
50,"I stayed at the Contempra Inn, which is close to New Orleans. Clean little Inn. Nice bed and bath and shower. It also have large Refrig with regular size freezer and microwave. My next visit will be totally different. I enjoyed the ducks outside of the hotel. The ducks presence gave it a lovely feeling. Drivers were careful not to run over the lovely ducks."
50,"I have stayed several times at Harrah's New Orleans. Being a local, makes it great, because you can drive there, spend the weekend, and feel like you're in another city. Employees are very accommodating, friendly, and upbeat. Definitely a great place to stay, and close to all the attractions in the City."
50,Had a great time with Tim the bartender playing video poker. Black jack table in smoking area is great to have. Crap tables need a few more 10$ tables. Food choices in and around casino are amazing. Shopping is also very good in and around casino.
50,"Arrived early, but did not have to wait long for the room to be available. Great service from check-in to check-out. Everyone was pleasant and helpful. Rooms were clean and I had a great view of the Mississippi. This was my fifth visit to the hotel and will visit again."
20,We planned to stay for 3 days at the New Orleans Harrah's. Most of the slots in the smoking area (which is very limited anyway) were gone or shut down / out of service. It was filthy.The hotel service was good but the slot service took forever and was almost rude when their tickets and service systems didn't work. Pretty disgusted. We left after one day and went to Mississippi Hollywood. Had a great time there.
40,"Our room was great, and the service exceptional. In the casino the service was very good and friendly. The slot service was good also but the number of quarter machines was lacking. It seems penny machines are taking over."
40,Casino and hotel overall were very nice. Loced the bathtub. Only bad experience was waiting for beverages in the casino. Even when we pressed the button on the machine no one came so we went to the bar.
50,Had a great time with Tim the bartender playing video poker. Black jack table in smoking area is great to have. Crap tables need a few more 10$ tables. Food choices in and around casino are amazing. Shopping is also very good in and around casino.
50,"Arrived early, but did not have to wait long for the room to be available. Great service from check-in to check-out. Everyone was pleasant and helpful. Rooms were clean and I had a great view of the Mississippi. This was my fifth visit to the hotel and will visit again."
20,We planned to stay for 3 days at the New Orleans Harrah's. Most of the slots in the smoking area (which is very limited anyway) were gone or shut down / out of service. It was filthy.The hotel service was good but the slot service took forever and was almost rude when their tickets and service systems didn't work. Pretty disgusted. We left after one day and went to Mississippi Hollywood. Had a great time there.
40,"Our room was great, and the service exceptional. In the casino the service was very good and friendly. The slot service was good also but the number of quarter machines was lacking. It seems penny machines are taking over."
40,Casino and hotel overall were very nice. Loced the bathtub. Only bad experience was waiting for beverages in the casino. Even when we pressed the button on the machine no one came so we went to the bar.
10,"It is always fun in NO and Harrah's is a clean, fun non smoking environment. I would recommend it to anyone thinking of visiting New Orleans. Lots of games to choose from. Free drinks when playing is always a perk."
40,"our room at Harrah's was lovely,check-in,bell service great.Unfortunately we could get only ONE night there & then had to move to HILTON around corner.Nice guy wheeled our bags over there,was nice also.No complaints---OTHER than it took me almost 3 days to get reservations based on my Diamond status with Harrah's.Finally after talking to about 5 agents I tried again & talked to PAMIER,who should be recommended & got rooms for me.So Harrah's needs to get good people like her"
40,"The room was very nice and clean but the casino was terrible. I had to get a new key card 3 times before one would work in the door. No paying machines, no rewards credits, no food offers. The food was good."
50,I will try to visit Harrah's New Orleans at least once a year. The food was great and everyone was courteous and helpful. Front staff was informative and was very knowledgeable about the hotel. we be back soon.
50,"Our 2 queen bed room was great. Clean, fully equipped with desk, TV and everything we needed. The bathroom was also nice and clean and the carpets appeared to be new or nearly new in the room and hall. The casino was huge with a lot of action. Decor reminded us of Las Vegas. Several restaurants and buffets were available without going anywhere. The casino was a ""no smoking"" property with smokers relegated to small patios with a limited number of slots. We really appreciated not having smoke and ashes all over the place."
50,"If you enjoy casinos I highly recommend Harrah's, New Orleans. First of all, it is smoke free! The lighting inside is not overly bright but more than adequate for older people like myself. The location of the casino is very convenient to excellent restaurants, sites you want to visit there and you can even walk over and sit by the great Mississippi River and watch the river traffic."
50,"I was just passing by my last time, but every time that I stayed with them it was a lovable moment, fresh and clean room, walking distance from the French market, right across the street from the aquarium,"
50,Fun and friendly. Always go to Harrahs. Love the perks. Keep up the good work. I wish the slots were a bit looser but hey that's gambling right. Staff is friendly and the vip hosts are always right there to help.
50,Came to gamble for a couple of hours with family and friends. The casino is a good size. Tv’s everywhere for sporting events. Many different games to play. Only turn off was some of the dealers were rude and acted as if they didn’t wanna be there. Overall good experience.
10,THe room smelled of smoke. They where sold out and when they wanted to move me I was out the hotel. The manager on duty was rude. Then when speaking with him on Monday he was still making an issue of me not being there to move.
50,"Room was great, Food was wonderful. Couldn't had a better Birthday Weekend. We were close to elevator which was great too. Easy to get around and easy to find each other. Get wait to return to your town."
40,"The room could have been updated (carpet needed replacing), wall personal mirror was about to fall off wall. However, the room was clean and we did not spend a lot of time in it. The casino was lively and the slots not to tight. Everyone on the floor was very courteous. Loved the atmosphere."
30,"Casino is where you can lose a lot of money. The slot machines do not payout. This was a complimentary trip to this casino and now I know why. Hotel was nice but it had a long walk to actual casino even though there is a ""tunnel"" to get to casino. Bathtub was the best part. Large tub was deep and that filled fast. Comfortable bed and pillows. Quiet on 18th floor. Room service did not serve all items on menu 24 hours and ran out of items. Front desk was very nice."
50,"Nice,clean and pleasant. Non smoking Casino,smoking area outside with machines outside. Would be happy to recommend this Casino to anyone. Many choices for food and drink. Many varieties of slot machines to choose from. There is a poker room and many black jack tables."
50,Great room and view-nothing more needed. The casino was the best-won more than expected. Really nice room and the staff was the best. We will return in two years for another vacation. The valet staff was friendly and ready to help.
50,"Every year the TS4L (traveling sister 4 Life) take a sister bonding trip and this year was to Harrahs' New Orleans. We had a wonderful time and a SPECIAL THANKS goes to our Harrah’s New Orleans host David Galley. He made our stay very memorable and we plan to return again. And the casino offers a large selection of slot games and although this is a non-smoking casino, they had smoking courtyards where you could smoke located outside but within the casino. We can't wait for our next trip and we're planning accordingly."
50,"I always enjoy my stay with you and this time we made it a family outing vacaction. My family the Assaf were in room 1307 with addition room for my grandsons and my other daughters were in room 2320 the Bobadilla. Many thanks again to your Excellent, outstanding hotel staff."
50,"We had a wonderful time with the exception of a couple of hiccups. The food was awesome and the people were great! The one problem was with a dealer at the craps table named Glen who was quite snappy because i'm not an expert at the game. I feel that if they help you to learn the ins and outs of the game it would be a better experience for all. I did have one dealer who helped me the whole time and it was great!! Her name is Angelica, overall it was so much fun I would definitely go back."
50,I always have lots of fun at the Harrah's casino in New Orleans. It's a great place to get out of the sun for a bit!!! A clean casino and a safe one too. The staff is excellent....Southern Hospitality at it's best!!!
50,"The Harrahs hotel is in a great location not so close to Bourbon Street but the mall and restaurants not so touristy. Casino connected by a tunnel, nice you don’t feel like gaming is the only Thing to do. Every one at the hotel is so hospitalbele. The Laurel bar is so hostitile"
40,"Good place if you want to play baccarat. There is at least six open tables at all times. Good cajun music and food to eat, but parking is expensive. Never seen the hotel. The streets near the casino are in construction when I came, so it was difficult to find the parking lot."
50,The employees were helpful and knowledgeable. We came down for Saints game and were happy to discover we could get free parking after 30 minutes play time We will definitely recommend this place to family and friends
10,The most miserable vacation experience of my life. Switched between hotels and treated with indifference by Harrahs. Misled and possibly lied to by Harrahs. They did little or nothing to correct the problems.
40,"Our experience was very good at the Casino, the food court venues, the buffet. All the staff was friendly, helpful, and very customer service focused. We did have a bad experience with service at Mannings. The food at Mannings was good, but the service was terrible.If not for Mannings I would rate the overall property at strong 5."
40,"We stayed serveral days st the Harrah's Hotel in NOLA. The rooms were of decent size and the beds comfortable. Staff are helpful and responsive. There is reasonable security. There is an underground tunnel to the casino if the weather is inclement. There are many nearby upscale and high quality restaurants, as well as sports bars and grills, and museums nearby. We had a comped room, but unlike other Harrah's sites we had been to there was an extra daily charge (basic internet was in the charge whether you used it or not), and parking was free (otherwise $30 a day) only if one gambled for at least 30 minutes each day. The basic internet was relatively slow."
40,Enjoyed the casino floor. Casino is a very lovely layout with multiple entrances convenient to the French Quarter. Plenty of table games with a great selection of PiaGow poker tables. 3 or 4 sections of slot machines and drinks can be ordered right from the slot machines with some optional complementary drinks available when gambling
50,Trip to Harrah’s was fun. The games were exciting. The play was nonstop. All of the people that I was there with had a wonderful time. We would definitely go there again if we were in the area. I give it 2 thumbs up.
50,"Very nice and convenient hotel. Excellent staff, no waiting at the front desk very quick to check-in and check out as well as when needing help. Very clean top to bottom and nice rooms you won't be disappointed."
50,"I recently visiting Hurrahs Casino in New Orleans for my birthday trip. I enjoyed the friendliness of the staff and wiliness to help. I felt the machines paid well, the place is clean, steak house is good, can't say much about the buffet I thought is could use a bit of sprucing up and the one time I ate breakfast there the food was cold. Not sure if they had a regular restaurant for breakfast I would have preferred that over the buffet"
50,"This place is celebrating a 20 years which is WOW and still going strong! Not enough great things to say about this place. Location is not my favorite, but they make it worth the trip and travel. Highly recommend."
40,Buffet was ok. We got it free with points. Nice variety but needed more attention. You could tell some items were sitting there awhile and needed stirring. Fried fish was dried out and hot items were not hoy
50,I didn't stay in the hotel but I had a business colleague who said it was very nice. The casino was spacious enough not to get lost in. I would have preferred a few more traditional slots and less of the newer electronic slots.
40,The room at Harrah's was very nice. The employees were helpful especially the front desk at the hotel. Had a lot of machines I like to play. I love the Buffalo and the Lightning games. Location of hotel and casino is excellent. Took a boat ride down the Mississippi.
50,"Great location! Harrah’s Casino is about 3 blocks from Bourbon St and The French Market. The casino Is a very clean facility and offers easy parking, lots of slots, card tables and choices for eating."
50,Great casino experience! Lots of slots and table games. Really enjoy this location you can start off gambling and then head out to enjoy bourbon st a couple of blocks away. Will definitely be going back to Harrahs!
50,"Recently visited New Orleans and the service and accommodations at Harrah’s were top notch! The staff members were friendly, courteous, and extremely helpful. We had dinner at The Steakhouse and I’m not exaggerating when I say it was some of the best food I’ve ever tasted. Only downfall is that we are there the first night which set all others up for failure as we compared everything else we ate to that experience and there was no beating it."
50,"Location great, as it is on the ""cleaner"" end of town. Some may prefer to be closer to Burboun Street, but it was an easy walk up Canal Street from the Casino to get to Burboun. Lots of great restauraunts near/walking distance. Everyone here- literally ALL staff were soooo super friendly and welcoming."
50,We go to Harrahs New Orleans multiple times a year and we always feel taken care of and have a wonderful time. Their staff represents true southern hospitality. The food is always good and the drinks are cold.
50,We had a wonderful double queen bed room with a view of the Mississippi. From our room we watched barges and Steam Paddle Wheeler on the river. Superior service and friendly staff from front desk to housekeeping.
50,If you are near Harrahs Stop in and go to the poker bar and say hello to Billy Ray. Excellent bartender and very knowledgeable of the town. We always check in there after we check into the hotel. He recommended a couple places we had not visited during past trips and we were glad we listened. He’s a seasoned professional who won’t disappoint or keep you waiting.
50,They have the best overall hotel and casino very close to everything.Also all the employees are wonderful.They will go out of there way to help you with anything you need.Also the rooms where great clean and up to date.
30,"Staff at KC goes out of their way to be friendly. Machines did not work well buttons stuck cards would not read, Hotel room hard to control temperature. Food options only OK have had better food at other Harrahs casinos."
50,I didn't stay at the hotel but next time i will the gambling room was clean the bathrooms was beyond clean customer service was impeccable gave me a card with no problem or hassle the attendants for the tables was fast
50,Everyone was so helpful and friendly. Everyone seemed to go out of their way to make sure they answered our inquiries with helpful hints and the right directions. This was my daughter's first trip to New Orleans and she loved it.
50,the room was very nice and extremely clean. had a view of the Mississippi river and enjoyed watching the river traffic pass by.the casino was great and had all of our favorite games.looking forward to our next visit
50,They have the best overall hotel and casino very close to everything.Also all the employees are wonderful.They will go out of there way to help you with anything you need.Also the rooms where great clean and up to date.
30,"Staff at KC goes out of their way to be friendly. Machines did not work well buttons stuck cards would not read, Hotel room hard to control temperature. Food options only OK have had better food at other Harrahs casinos."
50,I didn't stay at the hotel but next time i will the gambling room was clean the bathrooms was beyond clean customer service was impeccable gave me a card with no problem or hassle the attendants for the tables was fast
50,Everyone was so helpful and friendly. Everyone seemed to go out of their way to make sure they answered our inquiries with helpful hints and the right directions. This was my daughter's first trip to New Orleans and she loved it.
50,the room was very nice and extremely clean. had a view of the Mississippi river and enjoyed watching the river traffic pass by.the casino was great and had all of our favorite games.looking forward to our next visit
50,It. Was a great experience and I had a great time! So please let me know when I have some free money to come back! Cause I want to win a million more dollars as soon as possible so please call or text me
50,"It was really a fun trip. All the food was representing, a shout out to Daisy Dukes open 24 hours. We are ate Pat O’Briens at the music was right outside. Even the young kids beating the buckets melded in to an authentic experience. It was such an old part of town. We the bricks in the areas hundreds of years old. In the light of night the spirits come alive. Go to Harrahas at 12 to rock with some cool people."
50,"It was a lot of fun and i plan on going back. There was a lot to do, but we only had one day so we did not get to do as mutch as we wanted to do. I am looking forward to making anou ther trip next year."
40,Had a great time gaming and some good food to go along with that . This was a very good adventure I would recommend this trip for everyone that needs a weekend getaway it was very relaxing and entertaining.
50,Time spent there was a enjoyable and friendly experience would recommend a visit here if traveling to new orleans whether its to play or enjoy the food here.Looking forward to going back to try the Mannings restaurant
50,This hotel is huge and very clean. It is also in a great location. No need to rent a car. Security is always in plain site - so very safe and friendly. The restaurants in the hotel was priced reasonable and the food was great!!
40,Was in town for a bit visiting a friend and had an excellent experience at the harrahs. Amazing place with lots of fun and outgoing people! We had drinks in the masquerade with the ice bar and it was amazing.
50,"We recently went to New Orleans for a friends birthday and decided to spend a night at the casino. With New Orleans being old and partied in and a little stinky and dirty we didn’t expect much from Harrahs Casino but we were pleasantly surprised with how beautiful the casino was!! Immaculate gaming floor, drink services were fast and actually available for order right from the slots. Great table games. And a very friendly staff that displayed a ton of good old fashioned southern charm. If you find yourself in New Orleans don’t miss the opportunity to stop in and check this place out."
50,"We definitely enjoy this trip every time we visit NOLA! A must stop when your visiting! Friendly southern hospitality, we ate at the buffet and it was amazing! Anything and everything your tummy craves!"
50,I am never disappointed when attending this casino. I love the fact that the casino is smoke free and all of the employees are friendly and helpful. The casino is easy to access by car or foot when staying in the French Quarter. Every trip I plan to go to NOLA includes a trip to Harrah's.
50,"Outstanding property! Within walking distance of everything we wanted to do. Staff was great. Beautiful room. Will definitely stay here again and recommend to anyone visiting New Orleans. Easy access and convenient location for dining, shopping and gaming."
50,"Check in was super quick and friendly. Room was beautiful, properly equipped and stocked with your expected amenities. Short walk to Bourbon St. and Dome. Service at the tables and slots was fine. Favorite part of our trip was the SERVICE. Everyone was happy, smiled, and courteous. Experienced several random...""How is your stay so far"" and ""Are you enjoying yourself, is there anything you need"" Can't wait to come back...."
40,Birthday trip for my sister and the Cowboys and Saints game Great experience Except you can't smoke inside Need a better variety of slots outside in the smoking area Really enjoyed myself Will be back to visit
30,"We give 3 stars due to location and some ambiance, but this “luxury “ hotel is a bit “tired”. Beds are comfy as well as pillows. Overall is pretty worn. Carpet is soiled. And not a fresh feeling at all. Front Desk are friendly but not overly engaged. The bathrooms in the lobby are filthy and leaking on the floor. The Casino is very “tired”. Dirty and never saw any cleaning staff—compared to other casino—where somebody is constantly wiping down machines and cleaning trash. The casino is very tight. We don’t expect to be big winners but a little play would be fun....now it’s quite boring to just sit and watch the machine.... The Diamond lounge is horrible. As Diamond players you now graciously get 4 drink tickets PER DAY? Hahaha. Funny! We spend $80 for what used to be a pretty…"
50,Harrah's New Orleans is a Beautiful Hotel and Casino. The rooms are Beautiful and clean the entire staff is friendly the foodis outstanding in all of the Restaurans. We enjoyed our stay. We look forward to coming back again.
40,":( road construction in front and side of hotel makes getting to parking garage difficult. :( parking garage pretty full hard to find a spot. ;( no orderly line system, ie. roped path at check in desk, so hard to track who was next for check in agent. ;( annoying insert room card to use elevator for all floors system. :( no swimming pool :( parking ticket machine fussy and a chore to get out :) room spacious, clean. :) nice bathroom with separate glass shower, separate toilet room :) casino across street ;) loose slots....actually pay you off once in a while unlike most casinos ;) 1/2 hour of gaming time can provide a ticket for free parking"
50,"The poker room is great. About 25 tables, with good dealers, and a lively crowd. Had a wonderful time last fall. The locals are open to guests and out of town visitors, not like some other casinos that I have visited, where the locals are not friendly to visitors."
50,"Property is excellent. Playing in high limit. Someone pushed cash out button, when I looked left to see who, another individual grabbed the ticket and cashed it before security even arrived. Entire thing caught on tape showing that thief cashed my ticket in less than one minute. After insisting there was nothing they could do, my wife called corporate and the casino manager. Finally, my $137.00 was (reluctantly) returned. Following night, similar, got me for $30. Filed complaint, casino refused to refund. I was told by several employees that this happens regularly. Watch your machine closely. I openly admit that I put my chair up and walked away from machine for seconds. I should have cashed out or called to have someone watch machine. Clearly, they need to get a handle on this.…"
40,"Love the casino, it is all smoke and children free. The food at the steak house was excellent as well as Ruth Chris'. There ae also lot's of several games to play on the casino floor and a fabulous poker room."
50,Great room - with a killer view of the river - modern and updated bed and furniture...Appreciated all the extras with the room - Great TV and free blankets - Many elevators and the casino was close and safe
50,"Thank you for all the amazing greetings, when entering the doors, also a special thanks to those ladies whom remember me and make me feel kinda like a family, as we cut up when entering. Also a great job from the girls and guys whom deliver my drinks... Thank you! Joshua McClellan"
40,Nice rooms. easy check in process. Casino is Vegas style very nice. Love having a Starbucks on site. Dealers are very nice and helpful. Be sure if you are gambling to stay at the hotel across from the casino not the Hilton.
50,The hotel is in a safe and nice location near to many restaurants and activities. There's nice restaurants inside the hotel already if you like to stay indoors. The casino is so beautifully designed and looks very festive. It's a happy place with very welcoming staff.
40,"I I have been there several times and it is a great location to all sight, trolleys, and food. We got in very late and were still welcomed extremely warm and friendly. They offer 24 hr room service from several places, kind of prices but great foid."
50,"I highly recommend the Harrah Casino New Orleans! The staff from the bathroom attendant, the waitress to the cashier were all wonderfully nice and friendly. They made us feel like an important member of the family. Definitely will visit again."
50,"Nice place to go for a short weekend. Short trip from airport. Lots to do around the area. Shopping, eating, culture. Great atmosphere in general. Table games were fun with the right people. Dealer was awesome she made it fun"
50,I love that the casino is non smoking as I hate leaving a casino smelling like an ashtray and coughing like I smoked all night. The staff is so helpful and very courteous. We will certainly be returning.
50,"The room was very clean and updated, the staff was very friendly and always very quick to help with everything we might need or have questions too. The casino was large with plenty of tables and slots. The entertainment was very good. The location was great walking distance to most anything you would want to do. Great food “ bunch was awesome” !!!"
50,"Hotel and casino are very easy to find, and is close to Bourbon street and all its beautiful glamour. Staff are friendly and great you with a warm smile. Area around and inside hotel are kept very clean."
50,My experience at Harrah's Hotel was outstanding. It's always clean and smell fresh upon arrival and the staff is always friendly. They greet you with a smile and theirs one bellman has been there for over 10 years and he always remember me and my family.
50,Everything was clean we were taken care of and everyone was extremely polite. I enjoyed being around people who were enjoying their stay there as well. I will definitely come back to the property. Thank you
50,Very happy with my experience! Employees were friendly! The casino is a smoke free place which is very nice! Very nice layout and plenty of room! Very happy with overall experience! Very nice and 2 thumbs up
50,"Great location, love the variety of slot machines in the casino, and the food choices are awesome, Go there, give it a try, Thank me later, the location is very close to many restaurants and shopping."
40,"Location is great, tables are reasonable, lots of slots...I always have fun, win or lose. Being that it's the only casino in the area, it can be tough to get on tables during times that other events are in town"
40,"Rooms were nice, hotel was clean. The parking situation was garbage if you are staying at the casino. You cant take your vehicle anywhere because you have to pay everytime you leave. Other than that the hotel was clean and location was very convenient. We love New Orleans and will be back soon. It would be nice to win some money out of that tight casino though."
50,I had a great time! Easy to navigate! Centrally located. Staff was nice. Felt safe. Enjoyed the second line /band that traveled throughout the facility. It was clean. Outside there were options for transport.
50,"awesome place to gamble and stay at there clean hotels, all servers and attendants were very helpful and great we even won some money to take home...the hotel was clean and quiet beds were very comfortable, we will be back"
50,Harrah’s New Orleans was awesome and fun . Room was clean and comfortable. This is my first time at Hilton riverside it was close to the river walk and all the great places to eat and hang out at. The workers was very friendly and helpful
40,"Good Location, Cleanness, No smoking, Free Parking, Variety of Machines and Spaces. The layout of new slots and old slots are easy to identify. KIOSK to print new card, ATMs are scatter through out the Casino."
20,Service was terrible. The Buffet food was not much better. The crab legs and shrimp they served was very disappointing for being on the coast. The people working there were rude and unfriendly for being a southern town. Twice I was given misinformation and those people thought it was funny when I went back and told them. I would not recommend.
30,"I would give it a 3-1/2 to 4 stars...not my usual 5 this time. I've been fortunate to have traveled to one of the best cities in America around 17 times. I have always loved New Orleans, the people, the food, the sights, the sounds. I have stayed MULTIPLE TIMES at Harrahs. The rooms are always clean and spacious. However, on this last trip, something seemed off. Although alot of the employees were gracious and friendly, but alot of the employees didn't seem to (a) enjoy their jobs; (b) had forgotten how to smile at the customers or (c) felt they didn't have to make us feel valued and welcomed. Kuddos to the limo drivers, the valet (to include bellmen), the front desk people (although they no longer have separate lines for each tier credit folks (i.e., Diamond and Seven Stars),…"
50,"Room was clean, nicely renovated. Beds and bedding very good. We had nice view. Room was comfortable temperature wise, shower was nice, easy to use. I liked the art of New Orleans. Husband had trouble using the tv."
30,"Ordered room service and after waiting an hour I try calling them with phone ringing forever with no answer. Called consierge, and they could not get them to answer either. Food was finally delivered 30 minutes later, and was supposed to be comped for my inconvenience which it wasn’t went I got my bill. Had to go out of my way to find a Mgr the next morning in order to get the room service comped."
50,"Great restaurants inside, lots of awesome slots to play. The club on the inside was amazing lots of fun great music. Drink service was fast the the drinks were great! I’m so excited to visit this place again."
50,I didn't win but I had a great time. Was clean & service was good. Plenty of table games & slots. Loved the variety. Wonderful way to spend a Saturday. I used uber and it was supper easy to get there and leave. I recommend the Bloody Mary's & Quick Hit Slots.
50,"Great city: shopping, food and stuff to see. Streetcars a great way to travel around. Didn’t see hop on hop off bus until later in trip. There is always next time. Of course always need the stop at Cafe DuMond for cafe au lait and beignets(?) yummy! Love Harrah’s... best place to stay!!"
50,"everything was fine at the property. the staff , gaming ,hotel ,all areas of the property were clean.the employees were helpful, and genuine. i would advise anyone to visit this property.as far as outside there property,there are plenty of bars, music venues, and entertainment."
50,"This hotel is simply a jewel in the New Orleans area. The rooms are wonderful. The bathrooms are magnificent and the customer service is incredible!!! From our arrival to our departure, all of our needs were met with care and concern, and we were always treated like important guests at the hotel. I can’t say thank you enough for making my pre-birthday trip an awesome one to say the least!! I can’t wait to come back and OH....a special thanks to our personal host (IVY) who always made sure we had everything we needed from the moment we arrived."
20,"Hotel Mold in showers, rugs need to be cleaned...overall rooms need a very good cleaning. Only Restaurant in hotel is Ruth Chris....no coffee or breakfast cafe. If you get a room with river view....it is a nice view....no pool."
50,The casino was a five minute walk from my hotel. Not only was it convenient but secure. It was extremely clean including the restrooms. The staff were very courteous and checked on guest regardless of card level. It was a fantastic experience.
50,Just visited the casino. It was clean and very nice. Lots of machines to choose from. Casino was not Smokey like other casinos I have been to. The smoking sections were outside. Restaurant had good food too.
50,"Lovely hotel experience in New Orleans. Great restaurants nearby and casino very assesable .Staff all very accommodating and friendly, my traveling companion lost her licence and consier helped tremendously.. Buffet was good but not great. Will definitely be back!!!!!!!"
40,"Great location within walking distance of many New Orleans attractions/restaurants. Although the hotel and casino are separate buildings, a tunnel under the street allows to get to both locations without fighting traffic.The staff was very helpful and wasn’t out of their way to meet our needs"
50,"The room was clean and spacious with a nice view. The staff is friendly and professional. I like how they make use of Ivy, the Computer concierge, which welcomes you via text messages and ask how everything is. Also, it says that you can text Ivy for any help or questions and this system is much faster and reliable than contacting the front desk which is normally busy!"
50,"great location, clean, staff was very friendly. The only thing I did not like was the reward points are 2 for each $1 you spend. The Diamond Lounge was smaller than most but the buffet was plentiful. It was my first time here, I would definitely return."
40,The location was perfect for all my sight seeing trips. Easy to find shopping and food. The building and rooms were clean. Nice quality of sheets and towels. The staff always greeted us when we passed by them.
40,"High room prices have always prevented our staying there, since Loew's and Le Meridien, nicer at half the cost, are just across the street but I like Harrah's for good service. Slot play is poor to average, about what you'd expect given their monopoly in NOLA, but drinks are free and service is very good--just order right from your slot machine. The best thing about Harrah's is the parking--just park in Harrah's garage on Convention Center Blvd.; gamble 1/2 hour or more in the casino using your player's card and swipe your card at the kiosk at the base of the elevators on first floor, which will issue a barcode validation. When exiting the ramp, insert your ticket in the machine, scan the bar code in the reader at the base of the machine and exit. Save up to $40/day visiting the…"
50,Tons of good slot machines to play. The lighting is great and just a fun place to hang out. Enjoyed watching everyone play the table games as well. Would definitely go back when I am in New Orleans again.
50,"Went to Harrahs for their 20th Anniversary party, WOW, what a party! Great music, foods and a parade. The team of employees work very hard to make this a experience to remember, and we will. Love this property"
50,"Stayed on bourbon st. With a balcony and pool for less than what Harrah's was going to charge. However, the rooms at Harrah's are very nice. If you gamble enough they will comp rooms and parking. Always fun."
50,Stayed overnight to attend a fund raiser for HandsOn New Orleans. Spent the night at the Hilton Riverside and was very pleased with the room. the riverwalk shops are only a few steps away and offer plenty of options for shoppers. I went to Harrahs later in the evening. There is a large variety of slot machines and many are fairly new. I felt safe at all times during my stay. I was concern about the walk from the Hilton to Harrahs but there were plenty of people even during the late hours. Overall it was an enjoyable evening.
50,"Location, Location, Location. Harrah's is located on the edge of the French Quarter (Canal Street) and close to everything. Rooms are nicely furnished and have a commanding view of the Mississippi River. There is plenty of gaming action to keep you occupied. The personnel are wonderful and try to make your stay the same."
50,"If you visit New Orleans, check out Harrah's for a great meal and some casino fun. Take the Trolley, or walk down Canal St. Check out Manning's on a game day during football season. The food is great and the people are all about Southern Hospitality as well as the folks in the Hotel. Harrah's and New Orleans compliment each other. Harrah's must be nice to work for as I've never encountered anyone working there who wasn't friendly and genuine. They make a mean Hurricane at the bar by the poker room and even the Lucky Dogs are great when you have the munchies!"
50,"I didn’t have much luck on the slot machines, but I enjoyed the evening nonetheless. Beverage servers and Players’ Club staff were friendly, fast & helpful! The property itself is clean, colorful and very open."
50,Our room was very comfortable and clean. The bed and sheets were a delight. The employees are all very nice and extremely helpful. Harrahs seems to always have some sort of fun activities going on Harrahs definitely knows how to throw a party! Will definitely go back to Nola!
